State,Year,Quarter,Transaction_Type,Transaction_Count,Transaction_Amount
jharkhand,2022,4,Others,199198,129776494.88471407
jharkhand,2023,1,Merchant payments,126431470,72343574616.0
jharkhand,2023,1,Peer-to-peer payments,91879570,283548545074.0
jharkhand,2023,1,Recharge & bill payments,21800176,11236559383.0
jharkhand,2023,1,Financial Services,99366,97678666.0
jharkhand,2023,1,Others,247521,144978282.0
jharkhand,2023,2,Merchant payments,156552949,85510419374.0
jharkhand,2023,2,Peer-to-peer payments,107475200,324260678898.0
jharkhand,2023,2,Recharge & bill payments,24866991,12206164188.0
jharkhand,2023,2,Financial Services,101922,101245470.0
jharkhand,2023,2,Others,236831,136219578.0
jharkhand,2023,3,Merchant payments,176986470,87850272164.0
jharkhand,2023,3,Peer-to-peer payments,116215262,317385101261.0
jharkhand,2023,3,Recharge & bill payments,24694215,12857936385.0
jharkhand,2023,3,Financial Services,126439,166648089.0
jharkhand,2023,3,Others,215040,124466121.0
jharkhand,2023,4,Merchant payments,210139266,107902251886.0
jharkhand,2023,4,Peer-to-peer payments,138921302,375782050730.0
jharkhand,2023,4,Recharge & bill payments,25084140,14700179395.0
jharkhand,2023,4,Financial Services,157092,207103239.0
jharkhand,2023,4,Others,236562,128519675.0
karnataka,2021,1,Merchant payments,279599017,117959690729.6494
karnataka,2021,1,Peer-to-peer payments,190894164,610937002732.095
karnataka,2021,1,Recharge & bill payments,52261651,25111731675.64637
karnataka,2021,1,Financial Services,297710,475815041.81600165
karnataka,2021,1,Others,744950,511117233.18647754
karnataka,2021,2,Merchant payments,244460862,124624417935.05894
karnataka,2021,2,Peer-to-peer payments,216539959,684035748184.4377
karnataka,2021,2,Recharge & bill payments,68599238,28272314719.07621
karnataka,2021,2,Financial Services,304779,456933673.9871358
karnataka,2021,2,Others,744208,497736717.48932767
karnataka,2021,3,Merchant payments,391381353,190563423840.34485
karnataka,2021,3,Peer-to-peer payments,288462867,908138627418.7012
karnataka,2021,3,Recharge & bill payments,72168311,33386709060.80711
karnataka,2021,3,Financial Services,286685,508051800.8625039
karnataka,2021,3,Others,997323,637927036.8737218
karnataka,2021,4,Merchant payments,503210623,243754536471.1106
karnataka,2021,4,Peer-to-peer payments,350032663,1090951587881.0441
karnataka,2021,4,Recharge & bill payments,76826701,39294350717.405914
karnataka,2021,4,Financial Services,365769,574240588.1883193
karnataka,2021,4,Others,1289682,896608692.1244912
karnataka,2022,1,Merchant payments,588543313,278109650949.8691
karnataka,2022,1,Peer-to-peer payments,389491586,1243199329198.8584
karnataka,2022,1,Recharge & bill payments,78206453,43891305256.63388
karnataka,2022,1,Financial Services,384922,624857963.437548
karnataka,2022,1,Others,1229133,824344937.0828401
karnataka,2022,2,Merchant payments,735295388,358016289601.7625
karnataka,2022,2,Peer-to-peer payments,449723751,1457330278795.186
karnataka,2022,2,Recharge & bill payments,91137091,50583781089.16758
karnataka,2022,2,Financial Services,351688,545330283.2377212
karnataka,2022,2,Others,941042,670434289.8797817
karnataka,2022,3,Merchant payments,704609552,333606445776.6083
karnataka,2022,3,Peer-to-peer payments,404084880,1282604186671.1763
karnataka,2022,3,Recharge & bill payments,79979546,48539011844.07969
karnataka,2022,3,Financial Services,361312,558132533.414458
karnataka,2022,3,Others,726038,610455785.7449958
karnataka,2022,4,Merchant payments,830157371,380643835280.23364
karnataka,2022,4,Peer-to-peer payments,460041715,1468087523889.2769
karnataka,2022,4,Recharge & bill payments,87517348,54445900607.2116
karnataka,2022,4,Financial Services,426795,650217624.1227758
karnataka,2022,4,Others,767142,689145506.798728
karnataka,2023,1,Merchant payments,1130908170,476183911608.0
karnataka,2023,1,Peer-to-peer payments,596731227,1908849346648.0
karnataka,2023,1,Recharge & bill payments,115567496,83516906348.0
karnataka,2023,1,Financial Services,541652,829191703.0
karnataka,2023,1,Others,948644,847870010.0
karnataka,2023,2,Merchant payments,1282439025,553947152559.0
karnataka,2023,2,Peer-to-peer payments,655334370,2131661599812.0
karnataka,2023,2,Recharge & bill payments,128708109,90352839418.0
karnataka,2023,2,Financial Services,564180,870214613.0
karnataka,2023,2,Others,821842,767292428.0
karnataka,2023,3,Merchant payments,1502087676,620261083051.0
karnataka,2023,3,Peer-to-peer payments,733741628,2267342578479.0
karnataka,2023,3,Recharge & bill payments,131971913,96428751649.0
karnataka,2023,3,Financial Services,680721,1117575810.0
karnataka,2023,3,Others,780364,730906598.0
karnataka,2023,4,Merchant payments,1631321006,677686159800.0
karnataka,2023,4,Peer-to-peer payments,796407425,2456912813682.0
karnataka,2023,4,Recharge & bill payments,135125785,104793796043.0
karnataka,2023,4,Financial Services,807597,1266275950.0
karnataka,2023,4,Others,772351,717378908.0
kerala,2021,1,Peer-to-peer payments,16209203,55336812492.74641
kerala,2021,1,Merchant payments,16105923,10058436408.184261
kerala,2021,1,Recharge & bill payments,9837385,3732534739.0436296
kerala,2021,1,Financial Services,68012,69655547.76092248
kerala,2021,1,Others,95819,63530974.15939384
kerala,2021,2,Peer-to-peer payments,17026648,58152644526.04467
kerala,2021,2,Merchant payments,16135060,11263178335.980885
kerala,2021,2,Recharge & bill payments,13809151,4645548909.798975
kerala,2021,2,Financial Services,88830,88370679.95309764
kerala,2021,2,Others,131344,77063984.37888283
kerala,2021,3,Merchant payments,25402350,17877677018.10737
kerala,2021,3,Peer-to-peer payments,23378091,78598482305.73877
kerala,2021,3,Recharge & bill payments,13979407,5008396079.412957
kerala,2021,3,Financial Services,85730,101460242.2623948
kerala,2021,3,Others,182688,100146127.60812962
kerala,2021,4,Merchant payments,38574904,24589454633.018272
kerala,2021,4,Peer-to-peer payments,29075528,92774490034.55844
kerala,2021,4,Recharge & bill payments,13781815,5689390023.204552
kerala,2021,4,Financial Services,108232,128238698.74055986
kerala,2021,4,Others,283262,160563553.84187678
kerala,2022,1,Merchant payments,47778743,28685388646.415367
kerala,2022,1,Peer-to-peer payments,33089518,104623270223.31714
kerala,2022,1,Recharge & bill payments,14042317,6373570715.969071
kerala,2022,1,Financial Services,134370,158926455.91425735
kerala,2022,1,Others,236017,147786423.0782508
kerala,2022,2,Merchant payments,55730158,34395023155.77253
kerala,2022,2,Peer-to-peer payments,35630060,112813716119.4625
kerala,2022,2,Recharge & bill payments,14701207,7230489227.091859
kerala,2022,2,Financial Services,110336,133436809.9132271
kerala,2022,2,Others,193561,123664236.88435228
kerala,2022,3,Merchant payments,64984061,37852759989.759125
kerala,2022,3,Peer-to-peer payments,38774832,116414003145.11606
kerala,2022,3,Recharge & bill payments,15289755,7709237374.351864
kerala,2022,3,Financial Services,146673,162861560.07391134
kerala,2022,3,Others,167583,121557246.12854591
kerala,2022,4,Merchant payments,74647115,40607857085.646095
kerala,2022,4,Peer-to-peer payments,42471676,124564727703.60559
kerala,2022,4,Recharge & bill payments,15520670,8075692517.275558
kerala,2022,4,Financial Services,164334,191307058.1462068
kerala,2022,4,Others,156673,120224235.03622031
kerala,2023,1,Merchant payments,84583249,44370168231.0
kerala,2023,1,Peer-to-peer payments,46080274,138477919269.0
kerala,2023,1,Recharge & bill payments,16629085,10446589963.0
kerala,2023,1,Financial Services,160843,201389795.0
kerala,2023,1,Others,168114,141022419.0
kerala,2023,2,Merchant payments,90195971,49220348954.0
kerala,2023,2,Peer-to-peer payments,48068911,146558117198.0
kerala,2023,2,Recharge & bill payments,17613119,11702913951.0
kerala,2023,2,Financial Services,162540,193012060.0
kerala,2023,2,Others,130076,122278822.0
kerala,2023,3,Merchant payments,100971920,54395884988.0
kerala,2023,3,Peer-to-peer payments,51765006,153333984681.0
kerala,2023,3,Recharge & bill payments,17617414,12247443070.0
kerala,2023,3,Financial Services,186185,243267285.0
kerala,2023,3,Others,118126,112033305.0
kerala,2023,4,Merchant payments,108137761,55180695119.0
kerala,2023,4,Peer-to-peer payments,54694399,156361217618.0
kerala,2023,4,Recharge & bill payments,16678550,13074043821.0
kerala,2023,4,Financial Services,225961,270144459.0
kerala,2023,4,Others,106422,99220448.0
ladakh,2021,1,Peer-to-peer payments,141894,869999786.1513934
ladakh,2021,1,Recharge & bill payments,72719,35459532.4121063
ladakh,2021,1,Merchant payments,58875,74977913.47237433
ladakh,2021,1,Financial Services,629,1455016.148284281
ladakh,2021,1,Others,1298,1527565.0627209258
ladakh,2021,2,Peer-to-peer payments,209818,1259044412.4358737
ladakh,2021,2,Recharge & bill payments,95458,44754721.82815341
ladakh,2021,2,Merchant payments,92078,119608470.0411553
ladakh,2021,2,Financial Services,755,1756762.1471181023
ladakh,2021,2,Others,1607,2094729.0180191218
ladakh,2021,3,Peer-to-peer payments,330919,1917311078.1287262
ladakh,2021,3,Merchant payments,135108,233260756.5088715
ladakh,2021,3,Recharge & bill payments,121856,58750081.8151172
ladakh,2021,3,Financial Services,900,1911625.5446910746
ladakh,2021,3,Others,2204,2751201.9371823343
ladakh,2021,4,Peer-to-peer payments,337120,1804428550.1884875
ladakh,2021,4,Merchant payments,169110,284786365.9296017
ladakh,2021,4,Recharge & bill payments,120607,58403893.47253243
ladakh,2021,4,Financial Services,912,3068708.947120995
ladakh,2021,4,Others,2438,2847620.2425241945
ladakh,2022,1,Peer-to-peer payments,343041,1685241980.664183
ladakh,2022,1,Merchant payments,167100,279354508.988595
ladakh,2022,1,Recharge & bill payments,116486,56203999.28920926
ladakh,2022,1,Financial Services,1247,2023327.6779848374
ladakh,2022,1,Others,2141,2217102.222236882
ladakh,2022,2,Peer-to-peer payments,608870,2941624382.277109
ladakh,2022,2,Merchant payments,346146,508439376.68091977
ladakh,2022,2,Recharge & bill payments,158996,88531677.99442025
ladakh,2022,2,Financial Services,1585,2487560.1853386
ladakh,2022,2,Others,2476,2235180.8584825676
ladakh,2022,3,Peer-to-peer payments,659896,2955729492.4985514
ladakh,2022,3,Merchant payments,367022,551472983.879604
ladakh,2022,3,Recharge & bill payments,160269,94288872.34747365
ladakh,2022,3,Financial Services,1555,1815866.8961950848
ladakh,2022,3,Others,2116,1892134.7520804727
ladakh,2022,4,Peer-to-peer payments,559259,2350047971.603546
ladakh,2022,4,Merchant payments,382456,462189599.28430265
ladakh,2022,4,Recharge & bill payments,138793,79767790.98577228
ladakh,2022,4,Financial Services,1248,1198715.2123450316
ladakh,2022,4,Others,1616,1273495.592982805
ladakh,2023,1,Peer-to-peer payments,796687,3112641857.0
ladakh,2023,1,Merchant payments,561734,601420766.0
ladakh,2023,1,Recharge & bill payments,204592,129440564.0
ladakh,2023,1,Financial Services,1610,3389191.0
ladakh,2023,1,Others,2623,2128920.0
ladakh,2023,2,Peer-to-peer payments,1479909,5891146705.0
ladakh,2023,2,Merchant payments,1121362,1074373616.0
ladakh,2023,2,Recharge & bill payments,337017,218229701.0
ladakh,2023,2,Financial Services,1885,4432032.0
ladakh,2023,2,Others,3642,2921832.0
ladakh,2023,3,Peer-to-peer payments,1781959,6563524375.0
ladakh,2023,3,Merchant payments,1429581,1424016428.0
ladakh,2023,3,Recharge & bill payments,402319,245485697.0
ladakh,2023,3,Financial Services,3579,14887998.0
ladakh,2023,3,Others,3928,2657745.0
ladakh,2023,4,Peer-to-peer payments,1435341,5438596932.0
ladakh,2023,4,Merchant payments,1375598,1254754525.0
ladakh,2023,4,Recharge & bill payments,332620,236148603.0
ladakh,2023,4,Financial Services,3065,11423623.0
ladakh,2023,4,Others,3594,2063262.0
lakshadweep,2021,1,Peer-to-peer payments,3942,24823715.017422147
lakshadweep,2021,1,Recharge & bill payments,3541,1070209.4218526704
lakshadweep,2021,1,Merchant payments,1537,1040213.7953898906
lakshadweep,2021,1,Financial Services,19,15929.095105497145
lakshadweep,2021,1,Others,46,92715.5843109472
lakshadweep,2021,2,Recharge & bill payments,5499,1745295.828077295
lakshadweep,2021,2,Peer-to-peer payments,4069,23996417.49366483
lakshadweep,2021,2,Merchant payments,1743,1525331.9146529401
lakshadweep,2021,2,Financial Services,29,15052.018496008179
lakshadweep,2021,2,Others,44,101366.40306045809
lakshadweep,2021,3,Peer-to-peer payments,5687,34142107.520169854
lakshadweep,2021,3,Recharge & bill payments,5153,1700287.4734963956
lakshadweep,2021,3,Merchant payments,2450,2750367.063028222
lakshadweep,2021,3,Financial Services,48,137227.35390598275
lakshadweep,2021,3,Others,32,73174.28816768769
lakshadweep,2021,4,Peer-to-peer payments,7154,44696668.86120765
lakshadweep,2021,4,Recharge & bill payments,5355,2093901.2918026838
lakshadweep,2021,4,Merchant payments,2872,4071239.087436496
lakshadweep,2021,4,Financial Services,27,19994.541946360278
lakshadweep,2021,4,Others,62,116381.74598782149
lakshadweep,2022,1,Peer-to-peer payments,7913,48590864.56835763
lakshadweep,2022,1,Recharge & bill payments,5334,2322580.1695599537
lakshadweep,2022,1,Merchant payments,3048,3838358.3586293925
lakshadweep,2022,1,Financial Services,39,38274.22628876488
lakshadweep,2022,1,Others,63,149355.3310943247
lakshadweep,2022,2,Peer-to-peer payments,8491,48451728.04746901
lakshadweep,2022,2,Recharge & bill payments,5366,2386144.714677198
lakshadweep,2022,2,Merchant payments,3602,4895657.060086848
lakshadweep,2022,2,Financial Services,59,87127.8249489804
lakshadweep,2022,2,Others,51,108944.34272364664
lakshadweep,2022,3,Peer-to-peer payments,7533,40029003.82575238
lakshadweep,2022,3,Recharge & bill payments,4441,1936538.3067545425
lakshadweep,2022,3,Merchant payments,3142,5469200.646094429
lakshadweep,2022,3,Financial Services,64,63629.88416689246
lakshadweep,2022,3,Others,61,81636.9547320153
lakshadweep,2022,4,Peer-to-peer payments,8686,47450386.0033243
lakshadweep,2022,4,Recharge & bill payments,4557,2024739.1542023947
lakshadweep,2022,4,Merchant payments,3819,5250991.002376802
lakshadweep,2022,4,Financial Services,35,26453.0247779254
lakshadweep,2022,4,Others,50,61304.43025482374
lakshadweep,2023,1,Peer-to-peer payments,14918,73202195.0
lakshadweep,2023,1,Recharge & bill payments,8287,3929048.0
lakshadweep,2023,1,Merchant payments,6123,7988014.0
lakshadweep,2023,1,Financial Services,153,160430.0
lakshadweep,2023,1,Others,39,42274.0
lakshadweep,2023,2,Peer-to-peer payments,16924,80630344.0
lakshadweep,2023,2,Merchant payments,9524,12585603.0
lakshadweep,2023,2,Recharge & bill payments,8287,4632264.0
lakshadweep,2023,2,Financial Services,105,52460.0
lakshadweep,2023,2,Others,78,86767.0
lakshadweep,2023,3,Peer-to-peer payments,20220,77301147.0
lakshadweep,2023,3,Merchant payments,14902,12027729.0
lakshadweep,2023,3,Recharge & bill payments,8577,5093309.0
lakshadweep,2023,3,Financial Services,16,12540.0
lakshadweep,2023,3,Others,42,92336.0
lakshadweep,2023,4,Merchant payments,27931,20455699.0
lakshadweep,2023,4,Peer-to-peer payments,25886,93623472.0
lakshadweep,2023,4,Recharge & bill payments,9527,5537222.0
lakshadweep,2023,4,Financial Services,79,102991.0
lakshadweep,2023,4,Others,56,111999.0
madhya-pradesh,2021,1,Merchant payments,84812245,50098244499.50662
madhya-pradesh,2021,1,Peer-to-peer payments,84070625,279938170703.8171
madhya-pradesh,2021,1,Recharge & bill payments,32500681,13060914041.039404
madhya-pradesh,2021,1,Financial Services,169378,161838389.7954778
madhya-pradesh,2021,1,Others,445569,274786748.1299523
madhya-pradesh,2021,2,Peer-to-peer payments,99367521,348935762191.10486
madhya-pradesh,2021,2,Merchant payments,77113464,58839392449.9937
madhya-pradesh,2021,2,Recharge & bill payments,46118636,17230546398.848663
madhya-pradesh,2021,2,Financial Services,188726,177313389.66602695
madhya-pradesh,2021,2,Others,526333,317753606.01156956
madhya-pradesh,2021,3,Merchant payments,138433772,85885669792.43228
madhya-pradesh,2021,3,Peer-to-peer payments,127654821,398912712886.4574
madhya-pradesh,2021,3,Recharge & bill payments,44437315,19025346050.627724
madhya-pradesh,2021,3,Financial Services,174454,180366422.58245987
madhya-pradesh,2021,3,Others,742972,408508699.4365407
madhya-pradesh,2021,4,Merchant payments,197193842,126461098235.02324
madhya-pradesh,2021,4,Peer-to-peer payments,159649020,507118521843.3588
madhya-pradesh,2021,4,Recharge & bill payments,46220966,22492766779.156635
madhya-pradesh,2021,4,Financial Services,247925,246488171.37792647
madhya-pradesh,2021,4,Others,996331,568617375.5894115
madhya-pradesh,2022,1,Merchant payments,237691924,143310226696.7226
madhya-pradesh,2022,1,Peer-to-peer payments,185008444,578201697703.7521
madhya-pradesh,2022,1,Recharge & bill payments,48870314,25437774564.26215
madhya-pradesh,2022,1,Financial Services,222923,219927120.15944034
madhya-pradesh,2022,1,Others,909453,495513514.75128734
madhya-pradesh,2022,2,Merchant payments,287616385,174183397721.35938
madhya-pradesh,2022,2,Peer-to-peer payments,202093283,663180522499.3412
madhya-pradesh,2022,2,Recharge & bill payments,54318983,29125694281.81933
madhya-pradesh,2022,2,Financial Services,157672,153944499.74490312
madhya-pradesh,2022,2,Others,713506,381178326.32090586
madhya-pradesh,2022,3,Merchant payments,391105651,212445928287.3991
madhya-pradesh,2022,3,Peer-to-peer payments,267013695,780650402034.3962
madhya-pradesh,2022,3,Recharge & bill payments,72148870,39132574047.51802
madhya-pradesh,2022,3,Financial Services,240678,236981163.63162854
madhya-pradesh,2022,3,Others,750665,442608716.71893203
madhya-pradesh,2022,4,Merchant payments,492999084,272801597092.4764
madhya-pradesh,2022,4,Peer-to-peer payments,325467851,984255199293.6544
madhya-pradesh,2022,4,Recharge & bill payments,79289399,45143248068.81734
madhya-pradesh,2022,4,Financial Services,286931,278304972.64702964
madhya-pradesh,2022,4,Others,785003,521508120.7286146
madhya-pradesh,2023,1,Merchant payments,404378350,208281637594.0
madhya-pradesh,2023,1,Peer-to-peer payments,263524301,809388762719.0
madhya-pradesh,2023,1,Recharge & bill payments,65818962,43725957842.0
madhya-pradesh,2023,1,Financial Services,226835,236606773.0
madhya-pradesh,2023,1,Others,618522,393634973.0
madhya-pradesh,2023,2,Merchant payments,479498828,236960764220.0
madhya-pradesh,2023,2,Peer-to-peer payments,294125925,916102516476.0
madhya-pradesh,2023,2,Recharge & bill payments,73584106,48712706741.0
madhya-pradesh,2023,2,Financial Services,248905,289207465.0
madhya-pradesh,2023,2,Others,579296,375754606.0
madhya-pradesh,2023,3,Merchant payments,567760229,255858070965.0
madhya-pradesh,2023,3,Peer-to-peer payments,333209928,929775417818.0
madhya-pradesh,2023,3,Recharge & bill payments,76997837,51434802126.0
madhya-pradesh,2023,3,Financial Services,318662,408838885.0
madhya-pradesh,2023,3,Others,525937,344868455.0
madhya-pradesh,2023,4,Merchant payments,648920525,304240605817.0
madhya-pradesh,2023,4,Peer-to-peer payments,373769167,1063381622538.0
madhya-pradesh,2023,4,Recharge & bill payments,78674422,58049633385.0
madhya-pradesh,2023,4,Financial Services,394962,494411136.0
madhya-pradesh,2023,4,Others,535537,336607811.0
maharashtra,2021,1,Merchant payments,253043309,129493046208.15726
maharashtra,2021,1,Peer-to-peer payments,187021609,599213284361.7993
maharashtra,2021,1,Recharge & bill payments,76389103,40057211827.15962
maharashtra,2021,1,Financial Services,439551,492900202.68315214
maharashtra,2021,1,Others,966668,630909553.4508264
maharashtra,2021,2,Merchant payments,247194293,150864465217.02304
maharashtra,2021,2,Peer-to-peer payments,228551961,719859665693.5271
maharashtra,2021,2,Recharge & bill payments,96271138,43154405548.44597
maharashtra,2021,2,Financial Services,504252,536780917.0359157
maharashtra,2021,2,Others,1094842,699738247.6695637
maharashtra,2021,3,Merchant payments,390051884,216701984638.98932
maharashtra,2021,3,Peer-to-peer payments,296951706,890860873379.5576
maharashtra,2021,3,Recharge & bill payments,103943973,50242023586.056046
maharashtra,2021,3,Financial Services,448646,579098938.658318
maharashtra,2021,3,Others,1477851,873324624.1826177
maharashtra,2021,4,Merchant payments,540351277,305512280091.4157
maharashtra,2021,4,Peer-to-peer payments,361865450,1109862480618.2227
maharashtra,2021,4,Recharge & bill payments,105990417,58087950922.43887
maharashtra,2021,4,Financial Services,606265,707102765.3058928
maharashtra,2021,4,Others,1918093,1188658731.1175365
maharashtra,2022,1,Merchant payments,646277671,340240479374.36835
maharashtra,2022,1,Peer-to-peer payments,411989717,1274889182430.209
maharashtra,2022,1,Recharge & bill payments,108896881,64507860103.55089
maharashtra,2022,1,Financial Services,583243,677612619.2786882
maharashtra,2022,1,Others,1758926,1084139453.7274752
maharashtra,2022,2,Merchant payments,810961772,428469294407.1603
maharashtra,2022,2,Peer-to-peer payments,470258043,1501201968773.8115
maharashtra,2022,2,Recharge & bill payments,124280427,75110969246.16316
maharashtra,2022,2,Financial Services,490152,559321829.4503716
maharashtra,2022,2,Others,1542719,930827919.303539
maharashtra,2022,3,Merchant payments,876618082,432250721734.13074
maharashtra,2022,3,Peer-to-peer payments,483481713,1434565548650.9136
maharashtra,2022,3,Recharge & bill payments,124545840,79360150487.36568
maharashtra,2022,3,Financial Services,521362,571583115.6687979
maharashtra,2022,3,Others,1222420,831183386.4681726
maharashtra,2022,4,Merchant payments,1025666187,502660888415.46185
maharashtra,2022,4,Peer-to-peer payments,535142126,1622619308526.9614
maharashtra,2022,4,Recharge & bill payments,126118544,83576414221.03232
maharashtra,2022,4,Financial Services,620124,699276779.1906543
maharashtra,2022,4,Others,1228291,914951674.4842072
maharashtra,2023,1,Merchant payments,1134579287,502987953087.0
maharashtra,2023,1,Peer-to-peer payments,572326605,1752752577223.0
maharashtra,2023,1,Recharge & bill payments,139414546,104828264973.0
maharashtra,2023,1,Financial Services,667987,763120514.0
maharashtra,2023,1,Others,1280074,953990262.0
maharashtra,2023,2,Merchant payments,1289778683,567713506184.0
maharashtra,2023,2,Peer-to-peer payments,620475611,1923752701888.0
maharashtra,2023,2,Recharge & bill payments,151613474,112846643294.0
maharashtra,2023,2,Financial Services,697164,821061690.0
maharashtra,2023,2,Others,1152916,870693412.0
maharashtra,2023,3,Merchant payments,1442968360,623156210487.0
maharashtra,2023,3,Peer-to-peer payments,689021709,2006148405860.0
maharashtra,2023,3,Recharge & bill payments,156785138,120947991569.0
maharashtra,2023,3,Financial Services,824436,1088491523.0
maharashtra,2023,3,Others,1078944,831084802.0
maharashtra,2023,4,Merchant payments,1646497204,707862700173.0
maharashtra,2023,4,Peer-to-peer payments,767517612,2254104157529.0
maharashtra,2023,4,Recharge & bill payments,155965094,133821812867.0
maharashtra,2023,4,Financial Services,1025481,1362709031.0
maharashtra,2023,4,Others,1157334,863555358.0
manipur,2021,1,Peer-to-peer payments,1117829,6402367883.667423
manipur,2021,1,Recharge & bill payments,796590,223955812.58644393
manipur,2021,1,Merchant payments,377280,433297594.1352152
manipur,2021,1,Financial Services,3398,4385333.1754908115
manipur,2021,1,Others,8438,6280890.914669826
manipur,2021,2,Peer-to-peer payments,1372821,7041837917.785187
manipur,2021,2,Recharge & bill payments,1187952,305103750.5728581
manipur,2021,2,Merchant payments,510734,531484849.4914169
manipur,2021,2,Financial Services,4165,4256098.232237183
manipur,2021,2,Others,10603,7145346.314942012
manipur,2021,3,Peer-to-peer payments,1819423,9134806594.52819
manipur,2021,3,Recharge & bill payments,1368584,367664440.53237265
manipur,2021,3,Merchant payments,735707,889317377.086526
manipur,2021,3,Financial Services,3460,5625517.975461649
manipur,2021,3,Others,14222,9447098.78230339
manipur,2021,4,Peer-to-peer payments,2199970,10998828287.529043
manipur,2021,4,Recharge & bill payments,1451488,412791673.8037664
manipur,2021,4,Merchant payments,1013985,1229517397.4561875
manipur,2021,4,Financial Services,4671,5941100.580610943
manipur,2021,4,Others,17325,11393578.842227157
manipur,2022,1,Peer-to-peer payments,2517626,12169368063.4095
manipur,2022,1,Recharge & bill payments,1528476,469035958.34841275
manipur,2022,1,Merchant payments,1247205,1489604137.2090888
manipur,2022,1,Financial Services,4878,6057615.527015026
manipur,2022,1,Others,15494,10435303.87979853
manipur,2022,2,Peer-to-peer payments,2843426,12704512238.809605
manipur,2022,2,Merchant payments,1709547,1757831052.0706987
manipur,2022,2,Recharge & bill payments,1533778,448637966.718931
manipur,2022,2,Financial Services,4069,4753628.558008127
manipur,2022,2,Others,14812,7175748.992065379
manipur,2022,3,Peer-to-peer payments,3127266,12927705072.13747
manipur,2022,3,Merchant payments,1829741,2010460357.0881667
manipur,2022,3,Recharge & bill payments,1379911,432182393.84038734
manipur,2022,3,Financial Services,4524,4671353.405444902
manipur,2022,3,Others,11300,6411090.828254536
manipur,2022,4,Peer-to-peer payments,3259645,13133729481.472115
manipur,2022,4,Merchant payments,1828984,2074698993.4220653
manipur,2022,4,Recharge & bill payments,1325391,406031254.0798015
manipur,2022,4,Financial Services,4691,5754919.963910458
manipur,2022,4,Others,9959,5742049.403589871
manipur,2023,1,Peer-to-peer payments,1703742,7281781083.0
manipur,2023,1,Merchant payments,933135,1083073192.0
manipur,2023,1,Recharge & bill payments,613398,214427498.0
manipur,2023,1,Financial Services,3529,3178295.0
manipur,2023,1,Others,4579,3104024.0
manipur,2023,2,Peer-to-peer payments,812842,3763543566.0
manipur,2023,2,Merchant payments,499534,569980400.0
manipur,2023,2,Recharge & bill payments,290239,127777535.0
manipur,2023,2,Financial Services,1849,1430976.0
manipur,2023,2,Others,1807,1144176.0
manipur,2023,3,Peer-to-peer payments,450548,3054677807.0
manipur,2023,3,Merchant payments,222132,418107590.0
manipur,2023,3,Recharge & bill payments,189582,131240898.0
manipur,2023,3,Financial Services,2290,3551704.0
manipur,2023,3,Others,926,708602.0
manipur,2023,4,Peer-to-peer payments,1098359,5690075337.0
manipur,2023,4,Merchant payments,638811,893960176.0
manipur,2023,4,Recharge & bill payments,368865,209606825.0
manipur,2023,4,Financial Services,4438,5093670.0
manipur,2023,4,Others,2727,1589290.0
meghalaya,2021,1,Peer-to-peer payments,326993,1794745857.3188953
meghalaya,2021,1,Recharge & bill payments,306634,106098525.65614726
meghalaya,2021,1,Merchant payments,108805,147747773.01896822
meghalaya,2021,1,Financial Services,1777,3981898.0457751974
meghalaya,2021,1,Others,3437,2941223.950049905
meghalaya,2021,2,Recharge & bill payments,389959,129031455.7077258
meghalaya,2021,2,Peer-to-peer payments,366411,1885041503.7970467
meghalaya,2021,2,Merchant payments,147406,173894963.00439677
meghalaya,2021,2,Financial Services,1766,2306496.854595862
meghalaya,2021,2,Others,4052,3342835.5268340455
meghalaya,2021,3,Peer-to-peer payments,473274,2348008593.21644
meghalaya,2021,3,Recharge & bill payments,418429,144363692.75220004
meghalaya,2021,3,Merchant payments,199427,270311210.8907223
meghalaya,2021,3,Financial Services,1556,2379067.1150075165
meghalaya,2021,3,Others,5045,3937887.553600684
meghalaya,2021,4,Peer-to-peer payments,669693,3233210261.728197
meghalaya,2021,4,Recharge & bill payments,447310,165277548.45940137
meghalaya,2021,4,Merchant payments,314445,442464385.0377933
meghalaya,2021,4,Financial Services,1989,2464327.9242311358
meghalaya,2021,4,Others,6756,5348877.036531466
meghalaya,2022,1,Peer-to-peer payments,801009,3899172008.7001157
meghalaya,2022,1,Recharge & bill payments,459530,192026788.60457045
meghalaya,2022,1,Merchant payments,405859,563004043.9315958
meghalaya,2022,1,Financial Services,2134,3019251.8598936894
meghalaya,2022,1,Others,6218,5116238.235718384
meghalaya,2022,2,Peer-to-peer payments,977816,4359000096.157877
meghalaya,2022,2,Merchant payments,591364,714995836.5962032
meghalaya,2022,2,Recharge & bill payments,467745,200896879.69103926
meghalaya,2022,2,Financial Services,1880,2406087.095158501
meghalaya,2022,2,Others,5844,4192522.344518611
meghalaya,2022,3,Peer-to-peer payments,2050942,7796315453.507147
meghalaya,2022,3,Merchant payments,1486098,1468318733.1353962
meghalaya,2022,3,Recharge & bill payments,810017,330230375.9276109
meghalaya,2022,3,Financial Services,3504,3106775.3857113793
meghalaya,2022,3,Others,8604,5329459.165683068
meghalaya,2022,4,Peer-to-peer payments,1901671,7328913724.3339405
meghalaya,2022,4,Merchant payments,1334431,1381013596.832624
meghalaya,2022,4,Recharge & bill payments,685678,278377945.43169147
