State,Year,Quarter,Transaction_Type,Transaction_Count,Transaction_Amount
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Merchant payments,2013673,1058989463.1650428
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Peer-to-peer payments,1577168,4202291071.7106133
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Recharge & bill payments,551618,294991582.16815025
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Financial Services,2909,3159306.4175118254
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Others,11717,6407962.869342193
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Merchant payments,2507246,1227972829.6970267
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Peer-to-peer payments,1745454,4674787017.541661
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Recharge & bill payments,538134,326296370.82357025
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Financial Services,2574,2661345.5534556974
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Others,9395,5330803.646676767
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Merchant payments,3346697,1536859131.3374817
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Peer-to-peer payments,1861799,5078832140.606572
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Recharge & bill payments,539562,372921225.4254243
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Financial Services,1849,2131607.7226029015
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Others,9864,4415675.718757721
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Merchant payments,3777156,1705567002.0586467
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Peer-to-peer payments,2086741,5382949597.510585
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Recharge & bill payments,592431,425206924.5270094
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Financial Services,2237,3194409.939898855
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Others,7056,3729425.46329771
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Merchant payments,4415771,1889046056.1988354
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Peer-to-peer payments,2215052,5737539058.403507
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Recharge & bill payments,548795,426040023.1105018
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Financial Services,2495,3169199.262533775
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Others,7472,3846409.1057498828
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Merchant payments,7184933,2778820380.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Peer-to-peer payments,3623830,9079653826.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Recharge & bill payments,979503,746971431.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Financial Services,3546,2855684.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Others,12173,5789879.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Merchant payments,8331573,3135694669.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Peer-to-peer payments,3962990,9804533561.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Recharge & bill payments,1046280,800283519.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Financial Services,3985,4431276.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Others,12287,5595163.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Merchant payments,9582597,3564710651.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Peer-to-peer payments,4630867,10642329946.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Recharge & bill payments,1139193,878917740.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Financial Services,5572,5268269.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Others,12099,4839857.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Merchant payments,11765508,4318758826.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Peer-to-peer payments,5347152,12234383845.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Recharge & bill payments,1169931,991997355.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Financial Services,5597,7765262.0
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Others,14185,5154679.0
delhi,2021,1,Merchant payments,72615587,39861532639.012344
delhi,2021,1,Peer-to-peer payments,61957428,210823551741.40936
delhi,2021,1,Recharge & bill payments,21164274,15447408658.778738
delhi,2021,1,Financial Services,153039,203106852.42387855
delhi,2021,1,Others,1468676,592745151.8683048
delhi,2021,2,Merchant payments,75620295,42933366743.23575
delhi,2021,2,Peer-to-peer payments,68497718,223034955527.75317
delhi,2021,2,Recharge & bill payments,25026678,15310096462.746447
delhi,2021,2,Financial Services,158170,190019761.49741396
delhi,2021,2,Others,854403,472659189.30861247
delhi,2021,3,Merchant payments,115250887,64006915630.53262
delhi,2021,3,Peer-to-peer payments,93292876,298005532606.47
delhi,2021,3,Recharge & bill payments,28427032,20934734871.908962
delhi,2021,3,Financial Services,144460,220660990.22066334
delhi,2021,3,Others,1645353,690472449.1489255
delhi,2021,4,Merchant payments,149204611,88990516304.07437
delhi,2021,4,Peer-to-peer payments,112380292,376556972334.1598
delhi,2021,4,Recharge & bill payments,30127352,22290161823.248642
delhi,2021,4,Financial Services,199280,287950130.24921745
delhi,2021,4,Others,771824,569713470.6592032
delhi,2022,1,Merchant payments,174454937,98212381475.57239
delhi,2022,1,Peer-to-peer payments,125111881,415305045689.30945
delhi,2022,1,Recharge & bill payments,29435981,22482865572.904938
delhi,2022,1,Financial Services,195184,271039329.10874933
delhi,2022,1,Others,1801878,693588769.393249
delhi,2022,2,Merchant payments,233412802,121657706565.01256
delhi,2022,2,Peer-to-peer payments,143447534,480685895058.7076
delhi,2022,2,Recharge & bill payments,32971294,26876059610.022118
delhi,2022,2,Financial Services,160827,209425798.82013166
delhi,2022,2,Others,641727,426563425.65446466
delhi,2022,3,Merchant payments,276635347,134292748569.06271
delhi,2022,3,Peer-to-peer payments,160580425,509428627035.3385
delhi,2022,3,Recharge & bill payments,37572389,33177115465.46472
delhi,2022,3,Financial Services,195218,265479580.4156591
delhi,2022,3,Others,608782,448676465.8346823
delhi,2022,4,Merchant payments,305621913,153114813286.24423
delhi,2022,4,Peer-to-peer payments,171970100,559069397370.8649
delhi,2022,4,Recharge & bill payments,36775874,31954251758.09231
delhi,2022,4,Financial Services,228639,299454652.77800566
delhi,2022,4,Others,606931,477098950.59646183
delhi,2023,1,Merchant payments,246682850,116053064134.0
delhi,2023,1,Peer-to-peer payments,135403837,460727324748.0
delhi,2023,1,Recharge & bill payments,26976608,33945163887.0
delhi,2023,1,Financial Services,206979,275072622.0
delhi,2023,1,Others,482829,402484189.0
delhi,2023,2,Merchant payments,300493650,126927948779.0
delhi,2023,2,Peer-to-peer payments,151909146,498879007930.0
delhi,2023,2,Recharge & bill payments,29059235,35251178665.0
delhi,2023,2,Financial Services,219538,302441499.0
delhi,2023,2,Others,457429,367938784.0
delhi,2023,3,Merchant payments,347213404,143772297471.0
delhi,2023,3,Peer-to-peer payments,167791074,523701514112.0
delhi,2023,3,Recharge & bill payments,31015600,39925428804.0
delhi,2023,3,Financial Services,275512,439989766.0
delhi,2023,3,Others,411393,360021285.0
delhi,2023,4,Merchant payments,381250463,168766495844.0
delhi,2023,4,Peer-to-peer payments,185276322,588131157564.0
delhi,2023,4,Recharge & bill payments,30903762,41889435437.0
delhi,2023,4,Financial Services,317005,501353917.0
delhi,2023,4,Others,403194,361276587.0
goa,2021,1,Peer-to-peer payments,2235456,7553384653.1682
goa,2021,1,Merchant payments,2195509,1768358976.7158575
goa,2021,1,Recharge & bill payments,880682,410604192.7268899
goa,2021,1,Financial Services,8138,12207778.148638733
goa,2021,1,Others,11764,12687278.26183929
goa,2021,2,Merchant payments,1869384,1411529033.6650195
goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256
goa,2021,2,Recharge & bill payments,953219,383804809.3560881
goa,2021,2,Financial Services,8303,12371843.844825167
goa,2021,2,Others,12392,10115549.032816991
goa,2021,3,Merchant payments,2865625,2143135314.897931
goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299
goa,2021,3,Recharge & bill payments,1017351,438838003.22982365
goa,2021,3,Financial Services,8337,12943224.07382146
goa,2021,3,Others,16145,12416377.597493527
goa,2021,4,Merchant payments,5474662,4384250602.937038
goa,2021,4,Peer-to-peer payments,4408822,13618351952.666094
goa,2021,4,Recharge & bill payments,1170180,585734312.4063727
goa,2021,4,Financial Services,11320,17101084.66037453
goa,2021,4,Others,23775,21819163.1997744
goa,2022,1,Merchant payments,6364271,4682000388.389215
goa,2022,1,Peer-to-peer payments,4640380,14449830641.555716
goa,2022,1,Recharge & bill payments,1177071,646403472.1135541
goa,2022,1,Financial Services,11677,17490493.19245399
goa,2022,1,Others,20699,20720407.595174044
goa,2022,2,Merchant payments,7812998,5736211013.6866455
goa,2022,2,Peer-to-peer payments,5097942,16372343177.228306
goa,2022,2,Recharge & bill payments,1279377,738765635.2807853
goa,2022,2,Financial Services,10666,13192736.02810038
goa,2022,2,Others,15071,12525197.296362752
goa,2022,3,Merchant payments,7595135,5112175255.359402
goa,2022,3,Peer-to-peer payments,4449008,13780955270.352726
goa,2022,3,Recharge & bill payments,1122869,657115143.5357426
goa,2022,3,Financial Services,9992,12650738.420843877
goa,2022,3,Others,11683,11368868.03761505
goa,2022,4,Merchant payments,10319138,6739205748.43176
goa,2022,4,Peer-to-peer payments,5652373,17421974714.962345
goa,2022,4,Recharge & bill payments,1195865,734121700.6400625
goa,2022,4,Financial Services,12147,15705663.126967767
goa,2022,4,Others,13151,13978544.178016864
goa,2023,1,Merchant payments,14273665,9074816758.0
goa,2023,1,Peer-to-peer payments,8071768,24773922296.0
goa,2023,1,Recharge & bill payments,1816029,1197558557.0
goa,2023,1,Financial Services,16209,32648574.0
goa,2023,1,Others,17399,18019590.0
goa,2023,2,Merchant payments,15990744,10146039934.0
goa,2023,2,Peer-to-peer payments,8589659,26985284919.0
goa,2023,2,Recharge & bill payments,1917200,1239783487.0
goa,2023,2,Financial Services,17352,25141843.0
goa,2023,2,Others,15635,15956760.0
goa,2023,3,Merchant payments,16565190,10365884105.0
goa,2023,3,Peer-to-peer payments,8489945,25735484138.0
goa,2023,3,Recharge & bill payments,1913363,1234664127.0
goa,2023,3,Financial Services,17422,26274694.0
goa,2023,3,Others,13808,12872910.0
goa,2023,4,Merchant payments,21003656,12478698529.0
goa,2023,4,Peer-to-peer payments,10430430,30342597216.0
goa,2023,4,Recharge & bill payments,1991324,1413113823.0
goa,2023,4,Financial Services,20827,38067531.0
goa,2023,4,Others,14741,15194458.0
gujarat,2021,1,Peer-to-peer payments,36427493,144818968373.02933
gujarat,2021,1,Merchant payments,35815382,26512643894.003174
gujarat,2021,1,Recharge & bill payments,22088838,11996115292.377842
gujarat,2021,1,Financial Services,126380,137612317.73580322
gujarat,2021,1,Others,316472,235440836.3042438
gujarat,2021,2,Merchant payments,42593432,33542305033.829506
gujarat,2021,2,Peer-to-peer payments,41642387,162483567902.30194
gujarat,2021,2,Recharge & bill payments,27127405,13750783181.944221
gujarat,2021,2,Financial Services,128647,136119996.7022825
gujarat,2021,2,Others,349525,249278437.33914098
gujarat,2021,3,Merchant payments,62934471,48197579736.51646
gujarat,2021,3,Peer-to-peer payments,56134212,208013326600.62402
gujarat,2021,3,Recharge & bill payments,29580901,15945997372.058683
gujarat,2021,3,Financial Services,125167,163304131.1436523
gujarat,2021,3,Others,473656,304418273.24545926
gujarat,2021,4,Merchant payments,84846502,68717933161.8696
gujarat,2021,4,Peer-to-peer payments,67301686,254338740726.63605
gujarat,2021,4,Recharge & bill payments,30072479,18739034341.66239
gujarat,2021,4,Financial Services,175393,209214620.7057898
gujarat,2021,4,Others,591265,377657202.7539646
gujarat,2022,1,Merchant payments,101648378,79563412221.78397
gujarat,2022,1,Peer-to-peer payments,77768758,292439274688.30835
gujarat,2022,1,Recharge & bill payments,30473298,20042066374.66357
gujarat,2022,1,Financial Services,160423,187077879.38466492
gujarat,2022,1,Others,496289,316261089.4073821
gujarat,2022,2,Merchant payments,131610193,95585623258.23604
gujarat,2022,2,Peer-to-peer payments,86423696,326945780476.59766
gujarat,2022,2,Recharge & bill payments,33424931,23844933238.40894
gujarat,2022,2,Financial Services,125180,142685436.4192669
gujarat,2022,2,Others,468796,278978567.1836352
gujarat,2022,3,Merchant payments,161264265,109018764232.99393
gujarat,2022,3,Peer-to-peer payments,103034790,359338045092.0105
gujarat,2022,3,Recharge & bill payments,38383683,28649040040.502144
gujarat,2022,3,Financial Services,152053,162173602.84596294
gujarat,2022,3,Others,404941,269479241.0969004
gujarat,2022,4,Merchant payments,186533503,125585214989.03009
gujarat,2022,4,Peer-to-peer payments,114868478,411053364214.2685
gujarat,2022,4,Recharge & bill payments,39167297,30789927498.953297
gujarat,2022,4,Financial Services,179101,194314203.00804448
gujarat,2022,4,Others,407639,295484431.2780074
gujarat,2023,1,Merchant payments,199359623,123421554216.0
gujarat,2023,1,Peer-to-peer payments,120907384,436337923470.0
gujarat,2023,1,Recharge & bill payments,41649002,37570733166.0
gujarat,2023,1,Financial Services,180163,200278806.0
gujarat,2023,1,Others,415154,295699148.0
gujarat,2023,2,Merchant payments,239396654,135256737974.0
gujarat,2023,2,Peer-to-peer payments,132035120,470150906708.0
gujarat,2023,2,Recharge & bill payments,44902296,39506073738.0
gujarat,2023,2,Financial Services,191053,225104195.0
gujarat,2023,2,Others,397430,268385910.0
gujarat,2023,3,Merchant payments,279651861,155597205179.0
gujarat,2023,3,Peer-to-peer payments,151754885,508236930735.0
gujarat,2023,3,Recharge & bill payments,47284770,43342854631.0
gujarat,2023,3,Financial Services,246300,311377540.0
gujarat,2023,3,Others,365774,248668365.0
gujarat,2023,4,Merchant payments,319459808,179560004574.0
gujarat,2023,4,Peer-to-peer payments,166959749,567135968086.0
gujarat,2023,4,Recharge & bill payments,47046378,47786850776.0
gujarat,2023,4,Financial Services,271611,349727923.0
gujarat,2023,4,Others,378032,254647715.0
haryana,2021,1,Merchant payments,39363588,23389100227.155342
haryana,2021,1,Peer-to-peer payments,36764622,135970636784.61835
haryana,2021,1,Recharge & bill payments,13680353,9260346909.440674
haryana,2021,1,Financial Services,79784,99672809.99228218
haryana,2021,1,Others,364437,218544351.22172093
haryana,2021,2,Merchant payments,45335533,29119078263.957985
haryana,2021,2,Peer-to-peer payments,44086559,161073685336.6668
haryana,2021,2,Recharge & bill payments,15861047,9839496894.971409
haryana,2021,2,Financial Services,85821,97238136.09517692
haryana,2021,2,Others,311896,227855606.99266592
haryana,2021,3,Merchant payments,66885213,40190922826.60629
haryana,2021,3,Peer-to-peer payments,55929958,188548678300.5247
haryana,2021,3,Recharge & bill payments,17087955,11681457468.964512
haryana,2021,3,Financial Services,77496,116592181.46997279
haryana,2021,3,Others,479071,289441481.64370304
haryana,2021,4,Merchant payments,84993587,56325102920.50671
haryana,2021,4,Peer-to-peer payments,66548306,238638993818.09595
haryana,2021,4,Recharge & bill payments,17632752,13817258646.066364
haryana,2021,4,Financial Services,105050,151421306.61683068
haryana,2021,4,Others,407280,307822609.17479354
haryana,2022,1,Merchant payments,98346418,62565728158.2885
haryana,2022,1,Peer-to-peer payments,74499889,263547240999.68338
haryana,2022,1,Recharge & bill payments,18494827,14765350795.965681
haryana,2022,1,Financial Services,107240,146586164.62792295
haryana,2022,1,Others,540235,279136534.21161634
haryana,2022,2,Merchant payments,130033573,76926347115.76375
haryana,2022,2,Peer-to-peer payments,84219451,300504797205.2718
haryana,2022,2,Recharge & bill payments,20011709,17457331653.445232
haryana,2022,2,Financial Services,89805,120610061.5284536
haryana,2022,2,Others,345424,224949213.49711913
haryana,2022,3,Merchant payments,151278013,87063736519.87311
haryana,2022,3,Peer-to-peer payments,95071203,319374569105.9015
haryana,2022,3,Recharge & bill payments,22592966,21247984018.682095
haryana,2022,3,Financial Services,111032,144937203.2864578
haryana,2022,3,Others,308596,223267730.28330007
haryana,2022,4,Merchant payments,169685872,102918159834.12416
haryana,2022,4,Peer-to-peer payments,102993798,364514204185.1917
haryana,2022,4,Recharge & bill payments,23545059,22666085169.84729
haryana,2022,4,Financial Services,118488,152488074.9943577
haryana,2022,4,Others,305148,239722615.94605047
haryana,2023,1,Merchant payments,220693824,114248076004.0
haryana,2023,1,Peer-to-peer payments,128879993,443424820679.0
haryana,2023,1,Recharge & bill payments,31210728,32978369763.0
haryana,2023,1,Financial Services,158036,217615573.0
haryana,2023,1,Others,375883,281741717.0
haryana,2023,2,Merchant payments,275974807,130133751625.0
haryana,2023,2,Peer-to-peer payments,147382711,495834929236.0
haryana,2023,2,Recharge & bill payments,33655091,35262651840.0
haryana,2023,2,Financial Services,172309,259162565.0
haryana,2023,2,Others,351272,251633370.0
haryana,2023,3,Merchant payments,310148821,140917418482.0
haryana,2023,3,Peer-to-peer payments,156760079,498555993196.0
haryana,2023,3,Recharge & bill payments,34105227,37490386949.0
haryana,2023,3,Financial Services,198713,304618547.0
haryana,2023,3,Others,306638,223563566.0
haryana,2023,4,Merchant payments,343440148,167695632461.0
haryana,2023,4,Peer-to-peer payments,175429519,571466808865.0
haryana,2023,4,Recharge & bill payments,35320482,42514330771.0
haryana,2023,4,Financial Services,238826,371355840.0
haryana,2023,4,Others,319258,222356663.0
himachal-pradesh,2021,1,Peer-to-peer payments,2845733,11358078843.572702
himachal-pradesh,2021,1,Recharge & bill payments,2547359,948929031.6443391
himachal-pradesh,2021,1,Merchant payments,2186946,1778219850.8347864
himachal-pradesh,2021,1,Financial Services,12561,16554205.504427344
himachal-pradesh,2021,1,Others,21430,18764977.931273177
himachal-pradesh,2021,2,Peer-to-peer payments,3340531,13035543546.66397
himachal-pradesh,2021,2,Recharge & bill payments,3216602,1045789841.916208
himachal-pradesh,2021,2,Merchant payments,2883209,2378084375.199477
himachal-pradesh,2021,2,Financial Services,14642,16428390.62373627
himachal-pradesh,2021,2,Others,28918,19788385.405835297
himachal-pradesh,2021,3,Peer-to-peer payments,4455153,16560383923.204865
himachal-pradesh,2021,3,Merchant payments,4198808,3524434949.634083
himachal-pradesh,2021,3,Recharge & bill payments,3359406,1178802736.5280356
himachal-pradesh,2021,3,Financial Services,14497,22805774.600357123
himachal-pradesh,2021,3,Others,36303,23834687.160697926
himachal-pradesh,2021,4,Merchant payments,6062931,5228613146.743451
himachal-pradesh,2021,4,Peer-to-peer payments,5323397,19568394324.584805
himachal-pradesh,2021,4,Recharge & bill payments,3211367,1278824361.837138
himachal-pradesh,2021,4,Financial Services,18198,24809740.714031782
himachal-pradesh,2021,4,Others,50971,35578926.74639452
himachal-pradesh,2022,1,Merchant payments,7030946,5558905677.966259
himachal-pradesh,2022,1,Peer-to-peer payments,5718936,19473276901.331963
himachal-pradesh,2022,1,Recharge & bill payments,3271665,1429960686.7669475
himachal-pradesh,2022,1,Financial Services,19314,24442138.15399971
himachal-pradesh,2022,1,Others,47319,31862035.713640407
himachal-pradesh,2022,2,Merchant payments,10591420,7697399368.089639
himachal-pradesh,2022,2,Peer-to-peer payments,7109948,24407668318.014194
himachal-pradesh,2022,2,Recharge & bill payments,3520538,1553155243.3951051
himachal-pradesh,2022,2,Financial Services,16901,20627276.079190243
himachal-pradesh,2022,2,Others,52564,30257752.66416522
himachal-pradesh,2022,3,Merchant payments,12686960,8511266152.669347
himachal-pradesh,2022,3,Peer-to-peer payments,8330778,27039659316.468132
himachal-pradesh,2022,3,Recharge & bill payments,4083168,1780405740.3941154
himachal-pradesh,2022,3,Financial Services,21293,22686931.870640453
himachal-pradesh,2022,3,Others,42669,26764547.138168834
himachal-pradesh,2022,4,Merchant payments,15297492,10280295883.656351
himachal-pradesh,2022,4,Peer-to-peer payments,9284824,29629346091.977356
himachal-pradesh,2022,4,Recharge & bill payments,3907023,1810538524.3215194
himachal-pradesh,2022,4,Financial Services,24342,31775337.436365627
himachal-pradesh,2022,4,Others,41455,27387394.982090995
himachal-pradesh,2023,1,Merchant payments,14694013,9023136407.0
himachal-pradesh,2023,1,Peer-to-peer payments,8637695,26709451358.0
himachal-pradesh,2023,1,Recharge & bill payments,3901516,1950250571.0
himachal-pradesh,2023,1,Financial Services,25722,30757925.0
himachal-pradesh,2023,1,Others,42780,27351473.0
himachal-pradesh,2023,2,Merchant payments,19954117,11643011071.0
himachal-pradesh,2023,2,Peer-to-peer payments,10781507,33008088763.0
himachal-pradesh,2023,2,Recharge & bill payments,4247339,2159052653.0
himachal-pradesh,2023,2,Financial Services,27709,34689932.0
himachal-pradesh,2023,2,Others,50923,30221299.0
himachal-pradesh,2023,3,Merchant payments,19233611,10559011464.0
himachal-pradesh,2023,3,Peer-to-peer payments,9983786,29239694406.0
himachal-pradesh,2023,3,Recharge & bill payments,4046932,1991652882.0
himachal-pradesh,2023,3,Financial Services,27958,41972330.0
himachal-pradesh,2023,3,Others,44767,22240555.0
himachal-pradesh,2023,4,Merchant payments,23387107,12903037462.0
himachal-pradesh,2023,4,Peer-to-peer payments,11365164,33158062287.0
himachal-pradesh,2023,4,Recharge & bill payments,3816711,2143949720.0
himachal-pradesh,2023,4,Financial Services,33097,51956047.0
himachal-pradesh,2023,4,Others,49760,23241048.0
jammu-&-kashmir,2021,1,Peer-to-peer payments,2800201,14801220301.14875
jammu-&-kashmir,2021,1,Recharge & bill payments,2554798,663747765.6760966
jammu-&-kashmir,2021,1,Merchant payments,1527253,1605408313.4781337
jammu-&-kashmir,2021,1,Financial Services,17276,20848657.8594191
jammu-&-kashmir,2021,1,Others,98042,47124854.989329115
jammu-&-kashmir,2021,2,Peer-to-peer payments,3955437,19502438177.8094
jammu-&-kashmir,2021,2,Recharge & bill payments,3568970,892467613.5545956
jammu-&-kashmir,2021,2,Merchant payments,2378307,2343370985.5822287
jammu-&-kashmir,2021,2,Financial Services,19432,21897796.187056318
jammu-&-kashmir,2021,2,Others,105673,53580855.45836207
jammu-&-kashmir,2021,3,Peer-to-peer payments,5621108,26562997915.198593
jammu-&-kashmir,2021,3,Recharge & bill payments,4192099,1126801385.0108979
jammu-&-kashmir,2021,3,Merchant payments,3197489,3818849262.990345
jammu-&-kashmir,2021,3,Financial Services,16071,27585395.493344467
jammu-&-kashmir,2021,3,Others,124274,62209689.3389434
jammu-&-kashmir,2021,4,Peer-to-peer payments,6852001,31444247707.630074
jammu-&-kashmir,2021,4,Merchant payments,5399465,6026170895.591109
jammu-&-kashmir,2021,4,Recharge & bill payments,4358892,1334473410.4377313
jammu-&-kashmir,2021,4,Financial Services,20269,34425387.51761782
jammu-&-kashmir,2021,4,Others,160001,86920024.59513804
jammu-&-kashmir,2022,1,Peer-to-peer payments,6263588,25881919928.642838
jammu-&-kashmir,2022,1,Merchant payments,5769426,5903944370.148529
jammu-&-kashmir,2022,1,Recharge & bill payments,4046350,1253753685.6124904
jammu-&-kashmir,2022,1,Financial Services,20506,28915576.119299565
jammu-&-kashmir,2022,1,Others,145441,79330065.6359112
jammu-&-kashmir,2022,2,Merchant payments,9917899,8541811640.294408
jammu-&-kashmir,2022,2,Peer-to-peer payments,8948548,35973490940.6326
jammu-&-kashmir,2022,2,Recharge & bill payments,4759941,1631580783.9159238
jammu-&-kashmir,2022,2,Financial Services,17495,23857762.100494668
jammu-&-kashmir,2022,2,Others,169864,83549709.69216739
jammu-&-kashmir,2022,3,Merchant payments,9594459,8056512904.560925
jammu-&-kashmir,2022,3,Peer-to-peer payments,8391981,31280124357.943665
jammu-&-kashmir,2022,3,Recharge & bill payments,4397779,1538833023.8071973
jammu-&-kashmir,2022,3,Financial Services,16502,21281997.61037215
jammu-&-kashmir,2022,3,Others,133673,66802218.32606816
jammu-&-kashmir,2022,4,Merchant payments,13060020,9463119176.828749
jammu-&-kashmir,2022,4,Peer-to-peer payments,9209773,33017162449.59025
jammu-&-kashmir,2022,4,Recharge & bill payments,4885856,1738113554.2451303
jammu-&-kashmir,2022,4,Financial Services,17803,26804683.92881795
jammu-&-kashmir,2022,4,Others,142706,70096050.90090424
jammu-&-kashmir,2023,1,Merchant payments,19258641,12262102502.0
jammu-&-kashmir,2023,1,Peer-to-peer payments,12527159,41006666634.0
jammu-&-kashmir,2023,1,Recharge & bill payments,6894943,2522356131.0
jammu-&-kashmir,2023,1,Financial Services,26119,30772190.0
jammu-&-kashmir,2023,1,Others,220382,99850124.0
jammu-&-kashmir,2023,2,Merchant payments,27968919,16519042612.0
jammu-&-kashmir,2023,2,Peer-to-peer payments,17988275,56687068768.0
jammu-&-kashmir,2023,2,Recharge & bill payments,8374394,3181150839.0
jammu-&-kashmir,2023,2,Financial Services,27724,36616737.0
jammu-&-kashmir,2023,2,Others,228987,106126424.0
jammu-&-kashmir,2023,3,Merchant payments,33831979,20030764520.0
jammu-&-kashmir,2023,3,Peer-to-peer payments,20589029,62320529579.0
jammu-&-kashmir,2023,3,Recharge & bill payments,9247909,3508619105.0
jammu-&-kashmir,2023,3,Financial Services,31473,61895606.0
jammu-&-kashmir,2023,3,Others,203189,94339616.0
jammu-&-kashmir,2023,4,Merchant payments,38724913,23286334977.0
jammu-&-kashmir,2023,4,Peer-to-peer payments,20930306,65658312220.0
jammu-&-kashmir,2023,4,Recharge & bill payments,9268356,3954471487.0
jammu-&-kashmir,2023,4,Financial Services,36281,80127905.0
jammu-&-kashmir,2023,4,Others,207276,90895171.0
jharkhand,2021,1,Peer-to-peer payments,19151083,69198235576.72797
jharkhand,2021,1,Merchant payments,17489113,11545580927.24733
jharkhand,2021,1,Recharge & bill payments,7826608,2888409672.132301
jharkhand,2021,1,Financial Services,50526,54836609.32711602
jharkhand,2021,1,Others,104333,62290337.70487929
jharkhand,2021,2,Peer-to-peer payments,24184568,86037113965.37598
jharkhand,2021,2,Merchant payments,19041292,14731458451.37311
jharkhand,2021,2,Recharge & bill payments,10583445,3531023352.488878
jharkhand,2021,2,Financial Services,54379,57959229.95440879
jharkhand,2021,2,Others,138461,75088312.26558907
jharkhand,2021,3,Peer-to-peer payments,30113326,97742557031.75543
jharkhand,2021,3,Merchant payments,29687162,19954619973.19194
jharkhand,2021,3,Recharge & bill payments,10742405,4029136911.757236
jharkhand,2021,3,Financial Services,51289,65035270.30823113
jharkhand,2021,3,Others,201520,99665931.8402131
jharkhand,2021,4,Merchant payments,45007900,30397134744.16734
jharkhand,2021,4,Peer-to-peer payments,39476282,130461675107.99458
jharkhand,2021,4,Recharge & bill payments,11173974,4920513757.583611
jharkhand,2021,4,Financial Services,72802,82938673.40787342
jharkhand,2021,4,Others,278084,154856720.55251962
jharkhand,2022,1,Merchant payments,53218047,35404682302.81973
jharkhand,2022,1,Peer-to-peer payments,45881799,153327336656.7779
jharkhand,2022,1,Recharge & bill payments,11502811,5765898871.819412
jharkhand,2022,1,Financial Services,67502,72095750.37612481
jharkhand,2022,1,Others,241051,130193505.37404194
jharkhand,2022,2,Merchant payments,67435024,44149892984.34711
jharkhand,2022,2,Peer-to-peer payments,52086790,175208899196.82
jharkhand,2022,2,Recharge & bill payments,13145888,6119623547.3009
jharkhand,2022,2,Financial Services,50361,53281830.624961995
jharkhand,2022,2,Others,207212,104530269.04482636
jharkhand,2022,3,Merchant payments,74816586,45850919744.1592
jharkhand,2022,3,Peer-to-peer payments,57285937,176549466282.04382
jharkhand,2022,3,Recharge & bill payments,14462031,6838978157.223744
jharkhand,2022,3,Financial Services,68467,69016067.83164982
jharkhand,2022,3,Others,182311,104503812.69942513
jharkhand,2022,4,Merchant payments,91863987,57173653531.6919
jharkhand,2022,4,Peer-to-peer payments,68045210,212953650396.96683
jharkhand,2022,4,Recharge & bill payments,15110623,7625380765.3711195
jharkhand,2022,4,Financial Services,81074,89276259.66683595
